"STUDY","METHOD","CI_OVERLAP"
"Study_5_St_Cyr_2024","parametric",0.806891250570207
"Study_5_St_Cyr_2024","parametric",0.841029450160369
"Study_5_St_Cyr_2024","parametric",0.958061559927548
"Study_5_St_Cyr_2024","parametric",0.805561828096527
"Study_5_St_Cyr_2024","parametric",0.660023542906876
"Study_5_St_Cyr_2024","parametric",0.679980067761144
"Study_5_St_Cyr_2024","parametric",0.725514905224189
"Study_5_St_Cyr_2024","parametric",0.963167820476359
"Study_5_St_Cyr_2024","parametric",0.853572729919127
"Study_5_St_Cyr_2024","parametric",0.846809143750926
"Study_5_St_Cyr_2024","parametric",0.747571119351439
"Study_5_St_Cyr_2024","parametric",0.658328372824268
"Study_5_St_Cyr_2024","parametric",0.767679723438707
"Study_5_St_Cyr_2024","parametric",0.832108890103939
"Study_5_St_Cyr_2024","parametric",0.818049753249638
"Study_5_St_Cyr_2024","parametric",0.806046514888568
"Study_5_St_Cyr_2024","parametric",0.870470046479435
"Study_5_St_Cyr_2024","parametric",0.769433277627963
"Study_5_St_Cyr_2024","parametric",0.97807655137946
"Study_5_St_Cyr_2024","parametric",0.965850633747289
"Study_5_St_Cyr_2024","parametric",0.95940922644146
"Study_5_St_Cyr_2024","parametric",0.927175504219731
"Study_5_St_Cyr_2024","parametric",0.694616936056872
"Study_5_St_Cyr_2024","parametric",0.766271049456464
"Study_5_St_Cyr_2024","parametric",0.853679203269701
"Study_5_St_Cyr_2024","parametric",0.813596652410498
"Study_5_St_Cyr_2024","parametric",0.627311551594178
"Study_5_St_Cyr_2024","parametric",0.814565698695467
"Study_5_St_Cyr_2024","parametric",0.871168333269695
"Study_5_St_Cyr_2024","parametric",0.886850268356904
"Study_5_St_Cyr_2024","parametric",0.68203956591255
"Study_5_St_Cyr_2024","parametric",0.806890836629278
"Study_5_St_Cyr_2024","parametric",0.842185556129809
"Study_5_St_Cyr_2024","parametric",0.960658766515277
"Study_5_St_Cyr_2024","parametric",0.793158459801857
"Study_5_St_Cyr_2024","parametric",0.660524704947156
"Study_5_St_Cyr_2024","parametric",0.677879145727557
"Study_5_St_Cyr_2024","parametric",0.72606140371228
"Study_5_St_Cyr_2024","parametric",0.970297728091771
"Study_5_St_Cyr_2024","parametric",0.857445339448521
"Study_5_St_Cyr_2024","parametric",0.815049894505415
"Study_5_St_Cyr_2024","parametric",0.747569997633352
"Study_5_St_Cyr_2024","parametric",0.658328970228309
"Study_5_St_Cyr_2024","parametric",0.767886443005535
"Study_5_St_Cyr_2024","parametric",0.77426182026694
"Study_5_St_Cyr_2024","parametric",0.879916056870388
"Study_5_St_Cyr_2024","parametric",0.656724051706109
"Study_5_St_Cyr_2024","parametric",0.881919812842232
"Study_5_St_Cyr_2024","parametric",0.840704902188587
"Study_5_St_Cyr_2024","parametric",0.924336666555685
"Study_5_St_Cyr_2024","parametric",0.622404921168463
"Study_5_St_Cyr_2024","parametric",0.803547481452968
"Study_5_St_Cyr_2024","parametric",0.87644964574163
"Study_5_St_Cyr_2024","parametric",0.785478782254859
"Study_5_St_Cyr_2024","parametric",0.79604392348195
"Study_5_St_Cyr_2024","parametric",0.907797109869056
"Study_5_St_Cyr_2024","parametric",0.893431774850887
"Study_5_St_Cyr_2024","parametric",0.741668620996032
"Study_5_St_Cyr_2024","parametric",0.782673133693328
"Study_5_St_Cyr_2024","parametric",0.818791297935141
"Study_5_St_Cyr_2024","parametric",0.940873554843437
"Study_5_St_Cyr_2024","parametric",0.802290178922709
"Study_5_St_Cyr_2024","parametric",0.680295353672978
"Study_5_St_Cyr_2024","parametric",0.63733847541655
"Study_5_St_Cyr_2024","parametric",0.758848408129063
"Study_5_St_Cyr_2024","parametric",0.960078443309176
"Study_5_St_Cyr_2024","parametric",0.851818368115462
"Study_5_St_Cyr_2024","parametric",0.838038939665945
"Study_5_St_Cyr_2024","parametric",0.736423135105739
"Study_5_St_Cyr_2024","parametric",0.65707306665905
"Study_5_St_Cyr_2024","parametric",0.779812821693203
"Study_5_St_Cyr_2024","parametric",0.845913946571664
"Study_5_St_Cyr_2024","parametric",0.849433307109511
"Study_5_St_Cyr_2024","parametric",0.823706013276623
"Study_5_St_Cyr_2024","parametric",0.837985921025406
"Study_5_St_Cyr_2024","parametric",0.689277697097271
"Study_5_St_Cyr_2024","parametric",0.973313676064308
"Study_5_St_Cyr_2024","parametric",0.937225668270429
"Study_5_St_Cyr_2024","parametric",0.923018097923185
"Study_5_St_Cyr_2024","parametric",0.909578711103343
"Study_5_St_Cyr_2024","parametric",0.708310351843538
"Study_5_St_Cyr_2024","parametric",0.776882687237608
"Study_5_St_Cyr_2024","parametric",0.894883567893276
"Study_5_St_Cyr_2024","parametric",0.864690755362477
"Study_5_St_Cyr_2024","parametric",0.607095922969386
"Study_5_St_Cyr_2024","parametric",0.794397436196981
"Study_5_St_Cyr_2024","parametric",0.863772495557656
"Study_5_St_Cyr_2024","parametric",0.882245457333547
"Study_5_St_Cyr_2024","parametric",0.701261185123241
"Study_5_St_Cyr_2024","parametric",0.81462843720326
"Study_5_St_Cyr_2024","parametric",0.825012225001075
"Study_5_St_Cyr_2024","parametric",0.955698592362524
"Study_5_St_Cyr_2024","parametric",0.799026934234546
"Study_5_St_Cyr_2024","parametric",0.660629743360758
"Study_5_St_Cyr_2024","parametric",0.659821355197252
"Study_5_St_Cyr_2024","parametric",0.698671929993545
"Study_5_St_Cyr_2024","parametric",0.957419525049974
"Study_5_St_Cyr_2024","parametric",0.889414700980318
"Study_5_St_Cyr_2024","parametric",0.78881735246318
"Study_5_St_Cyr_2024","parametric",0.755498401624203
"Study_5_St_Cyr_2024","parametric",0.656267169902953
"Study_5_St_Cyr_2024","parametric",0.816121039810927
"Study_5_St_Cyr_2024","parametric",0.807571456056624
"Study_5_St_Cyr_2024","parametric",0.824592700886636
"Study_5_St_Cyr_2024","parametric",0.649210961852691
"Study_5_St_Cyr_2024","parametric",0.918717578170836
"Study_5_St_Cyr_2024","cart",0.936354858578193
"Study_5_St_Cyr_2024","cart",0.563786124883104
"Study_5_St_Cyr_2024","cart",0.736441128188229
"Study_5_St_Cyr_2024","cart",0.912090102232296
"Study_5_St_Cyr_2024","cart",0.849945221092892
"Study_5_St_Cyr_2024","cart",0.726752389105776
"Study_5_St_Cyr_2024","cart",0.970890368819289
"Study_5_St_Cyr_2024","cart",0.97015583881417
"Study_5_St_Cyr_2024","cart",0.961751348881414
"Study_5_St_Cyr_2024","cart",0.611048211204399
"Study_5_St_Cyr_2024","cart",0.757770272313301
"Study_5_St_Cyr_2024","cart",0.544290789095141
"Study_5_St_Cyr_2024","cart",0.905125249430236
"Study_5_St_Cyr_2024","cart",0.732317709339102
"Study_5_St_Cyr_2024","cart",0.71893412329113
"Study_5_St_Cyr_2024","cart",0.795228098253667
"Study_5_St_Cyr_2024","cart",0.544567264835632
"Study_5_St_Cyr_2024","cart",0.897175102499645
"Study_5_St_Cyr_2024","cart",0.528698363672609
"Study_5_St_Cyr_2024","cart",0.810598714972177
"Study_5_St_Cyr_2024","cart",0.747572814967783
"Study_5_St_Cyr_2024","cart",0.868248306892002
"Study_5_St_Cyr_2024","cart",0.926906198451085
"Study_5_St_Cyr_2024","cart",0.921793224394841
"Study_5_St_Cyr_2024","cart",0.948741270355875
"Study_5_St_Cyr_2024","cart",0.795357169725588
"Study_5_St_Cyr_2024","cart",0.633247894007089
"Study_5_St_Cyr_2024","cart",0.883907871483322
"Study_5_St_Cyr_2024","cart",0.593513335838105
"Study_5_St_Cyr_2024","cart",0.747871447545002
"Study_5_St_Cyr_2024","cart",0.54170103071134
"Study_5_St_Cyr_2024","cart",0.988240943944458
"Study_5_St_Cyr_2024","cart",0.652752966544336
"Study_5_St_Cyr_2024","cart",0.749490249159684
"Study_5_St_Cyr_2024","cart",0.38708310889215
"Study_5_St_Cyr_2024","cart",0.703086685976353
"Study_5_St_Cyr_2024","cart",0.577753367791162
"Study_5_St_Cyr_2024","cart",0.825776957802154
"Study_5_St_Cyr_2024","cart",0.904476183589783
"Study_5_St_Cyr_2024","cart",0.981899605521619
"Study_5_St_Cyr_2024","cart",0.518330164756065
"Study_5_St_Cyr_2024","cart",0.757769952996432
"Study_5_St_Cyr_2024","cart",0.497411299473502
"Study_5_St_Cyr_2024","cart",0.910296581543094
"Study_5_St_Cyr_2024","cart",0.731177101794666
"Study_5_St_Cyr_2024","cart",0.737228030163051
"Study_5_St_Cyr_2024","cart",0.704778318054312
"Study_5_St_Cyr_2024","cart",0.530769392222286
"Study_5_St_Cyr_2024","cart",0.917205976005996
"Study_5_St_Cyr_2024","cart",0.529501564391049
"Study_5_St_Cyr_2024","cart",0.802055670231986
"Study_5_St_Cyr_2024","cart",0.747573196576324
"Study_5_St_Cyr_2024","cart",0.868246102111982
"Study_5_St_Cyr_2024","cart",0.706047785056904
"Study_5_St_Cyr_2024","cart",0.742661213074244
"Study_5_St_Cyr_2024","cart",0.457591014653096
"Study_5_St_Cyr_2024","cart",0.671578003827903
"Study_5_St_Cyr_2024","cart",0.537380909486627
"Study_5_St_Cyr_2024","cart",0.933911656783267
"Study_5_St_Cyr_2024","cart",0.567452193568424
"Study_5_St_Cyr_2024","cart",0.74213770345036
"Study_5_St_Cyr_2024","cart",0.893409018480332
"Study_5_St_Cyr_2024","cart",0.823360173771529
"Study_5_St_Cyr_2024","cart",0.755329481074934
"Study_5_St_Cyr_2024","cart",0.966871703809256
"Study_5_St_Cyr_2024","cart",0.983354276790287
"Study_5_St_Cyr_2024","cart",0.949394901671501
"Study_5_St_Cyr_2024","cart",0.615830451061664
"Study_5_St_Cyr_2024","cart",0.723200168828014
"Study_5_St_Cyr_2024","cart",0.545947549500411
"Study_5_St_Cyr_2024","cart",0.926129551973309
"Study_5_St_Cyr_2024","cart",0.711877801436763
"Study_5_St_Cyr_2024","cart",0.719627428680775
"Study_5_St_Cyr_2024","cart",0.772500080617899
"Study_5_St_Cyr_2024","cart",0.571511187515878
"Study_5_St_Cyr_2024","cart",0.901566934341195
"Study_5_St_Cyr_2024","cart",0.530538420645587
"Study_5_St_Cyr_2024","cart",0.798823329791124
"Study_5_St_Cyr_2024","cart",0.746449446972997
"Study_5_St_Cyr_2024","cart",0.8500925690505
"Study_5_St_Cyr_2024","cart",0.930447294341133
"Study_5_St_Cyr_2024","cart",0.890124768214667
"Study_5_St_Cyr_2024","cart",0.96398561865896
"Study_5_St_Cyr_2024","cart",0.881284757949754
"Study_5_St_Cyr_2024","cart",0.667264731541756
"Study_5_St_Cyr_2024","cart",0.8444734215823
"Study_5_St_Cyr_2024","cart",0.581062845215264
"Study_5_St_Cyr_2024","cart",0.76039114954205
"Study_5_St_Cyr_2024","cart",0.537158595210026
"Study_5_St_Cyr_2024","cart",0.951678012653675
"Study_5_St_Cyr_2024","cart",0.643216884429406
"Study_5_St_Cyr_2024","cart",0.776710783431452
"Study_5_St_Cyr_2024","cart",0.395394625441506
"Study_5_St_Cyr_2024","cart",0.655073629769386
"Study_5_St_Cyr_2024","cart",0.637655813159752
"Study_5_St_Cyr_2024","cart",0.836425216293448
"Study_5_St_Cyr_2024","cart",0.907094642873921
"Study_5_St_Cyr_2024","cart",0.965081992695893
"Study_5_St_Cyr_2024","cart",0.521289504106055
"Study_5_St_Cyr_2024","cart",0.741035478294291
"Study_5_St_Cyr_2024","cart",0.519696863815944
"Study_5_St_Cyr_2024","cart",0.907795730703544
"Study_5_St_Cyr_2024","cart",0.700700814712867
"Study_5_St_Cyr_2024","cart",0.7503767226111
"Study_5_St_Cyr_2024","cart",0.691876457105669
"Study_5_St_Cyr_2024","cart",0.523330694950241
"Study_5_St_Cyr_2024","cart",0.918259552809141
"Study_5_St_Cyr_2024","cart",0.548436552310227
"Study_5_St_Cyr_2024","cart",0.812621839272376
"Study_5_St_Cyr_2024","cart",0.73768422342235
"Study_5_St_Cyr_2024","cart",0.876966320803129
"Study_5_St_Cyr_2024","cart",0.663866458449267
"Study_5_St_Cyr_2024","cart",0.698022796766532
"Study_5_St_Cyr_2024","cart",0.597467196752584
"Study_5_St_Cyr_2024","cart",0.630641774342213
"Study_5_St_Cyr_2024","cart",0.486261783962723
"Study_6_Theobald_2022","boot",0.903360430736955
"Study_6_Theobald_2022","boot",0.912299617392275
"Study_6_Theobald_2022","boot",0.504820883889647
"Study_6_Theobald_2022","boot",0.920310004596752
"Study_6_Theobald_2022","boot",0.455728393109671
"Study_6_Theobald_2022","boot",0.484165614557721
"Study_6_Theobald_2022","boot",0.505565115035512
"Study_6_Theobald_2022","boot",0.613323071333442
"Study_6_Theobald_2022","boot",0.559506087708317
"Study_6_Theobald_2022","boot",0.329410380677135
"Study_6_Theobald_2022","boot",0.769361716889645
"Study_6_Theobald_2022","boot",0.854656273583476
"Study_6_Theobald_2022","boot",0.78353130897327
"Study_6_Theobald_2022","boot",0.969102563886904
"Study_6_Theobald_2022","boot",0.647527596447586
"Study_6_Theobald_2022","boot",0.876438080113896
"Study_6_Theobald_2022","boot",0.80729573974776
"Study_6_Theobald_2022","independent",-0.549654409951555
"Study_6_Theobald_2022","independent",-0.701980136450227
"Study_6_Theobald_2022","independent",-1.74794722799989
"Study_6_Theobald_2022","independent",-0.0893358433651419
"Study_6_Theobald_2022","independent",-2.36601809752889
"Study_6_Theobald_2022","independent",-1.44139012471405
"Study_6_Theobald_2022","independent",0.720315858955349
"Study_6_Theobald_2022","independent",0.833431732194744
"Study_6_Theobald_2022","independent",-2.72121830508161
"Study_6_Theobald_2022","independent",0.835316296554357
"Study_6_Theobald_2022","independent",-2.03142836043021
"Study_6_Theobald_2022","independent",0.29272240710457
"Study_6_Theobald_2022","independent",-2.72714263408658
"Study_6_Theobald_2022","independent",0.704102435891079
"Study_6_Theobald_2022","independent",0.573069997542032
"Study_6_Theobald_2022","independent",0.452026128013356
"Study_6_Theobald_2022","independent",0.909038199534226
"Study_6_Theobald_2022","parametric",0.871825325457655
"Study_6_Theobald_2022","parametric",0.769817542798685
"Study_6_Theobald_2022","parametric",0.276100591347824
"Study_6_Theobald_2022","parametric",0.934603754514046
"Study_6_Theobald_2022","parametric",0.24637424282117
"Study_6_Theobald_2022","parametric",0.735366985196776
"Study_6_Theobald_2022","parametric",0.590046433236571
"Study_6_Theobald_2022","parametric",0.532033812890163
"Study_6_Theobald_2022","parametric",0.206477508670177
"Study_6_Theobald_2022","parametric",0.615273648567143
"Study_6_Theobald_2022","parametric",-0.943102679323495
"Study_6_Theobald_2022","parametric",0.61757328141306
"Study_6_Theobald_2022","parametric",-1.10055626097621
"Study_6_Theobald_2022","parametric",0.538023880891332
"Study_6_Theobald_2022","parametric",0.918382459146788
"Study_6_Theobald_2022","parametric",0.997338455928293
"Study_6_Theobald_2022","parametric",0.830854361712322
"Study_6_Theobald_2022","cart",0.891764101224799
"Study_6_Theobald_2022","cart",0.932628554400298
"Study_6_Theobald_2022","cart",0.0995821393744564
"Study_6_Theobald_2022","cart",0.815695938639181
"Study_6_Theobald_2022","cart",0.0632398377673448
"Study_6_Theobald_2022","cart",-0.409915240288401
"Study_6_Theobald_2022","cart",0.650966502818089
"Study_6_Theobald_2022","cart",0.940433830415154
"Study_6_Theobald_2022","cart",-0.799920919294228
"Study_6_Theobald_2022","cart",0.835406005576953
"Study_6_Theobald_2022","cart",0.265254774632977
"Study_6_Theobald_2022","cart",0.508894847695434
"Study_6_Theobald_2022","cart",0.31663709213499
"Study_6_Theobald_2022","cart",0.986634891057965
"Study_6_Theobald_2022","cart",0.860855037855682
"Study_6_Theobald_2022","cart",0.867300424342147
"Study_6_Theobald_2022","cart",0.90720491215859
